tconst,primaryTitle,genres,numVotes,averageRating,startYear,SeriesName
tt0040053,The Ed Sullivan Show,"Comedy,Music",1124,7.8,1948,The Ed Sullivan Show (1948)
tt0041038,The Lone Ranger,Western,2064,7.8,1949,The Lone Ranger (1949)
tt0042111,The George Burns and Gracie Allen Show,Comedy,1181,8.4,1950,The George Burns and Gracie Allen Show (1950)
tt0042114,The Honeymooners,"Comedy,Family",4676,8.6,1955,The Honeymooners (1955)
tt0042116,The Jack Benny Program,Comedy,1231,8.4,1950,The Jack Benny Program (1950)
tt0042168,What's My Line?,"Family,Game-Show",1311,8.6,1950,What's My Line? (1950)
tt0043194,Dragnet,"Crime,Drama,Mystery",1787,7.5,1951,Dragnet (1951)
tt0043208,I Love Lucy,"Comedy,Family",21997,8.4,1951,I Love Lucy (1951)
tt0043224,The Red Skelton Hour,Comedy,1024,8.2,1951,The Red Skelton Hour (1951)
tt0044229,The Abbott and Costello Show,"Comedy,Family,Mystery",1068,8.2,1952,The Abbott and Costello Show (1952)
tt0044230,The Adventures of Ozzie and Harriet,"Comedy,Family",1154,7.4,1952,The Adventures of Ozzie and Harriet (1952)
tt0044231,Adventures of Superman,"Action,Adventure,Crime",3327,7.7,1952,Adventures of Superman (1952)
tt0044265,Guiding Light,"Drama,Romance",1444,6.3,1952,Guiding Light (1952)
tt0044298,Today,"News,Talk-Show",1677,4.7,1952,Today (1952)
tt0046593,The Magical World of Disney,"Adventure,Drama,Family",1650,8.5,1954,The Magical World of Disney (1954)
tt0046600,Father Knows Best,"Comedy,Family",1897,7.4,1954,Father Knows Best (1954)
tt0046617,Lassie,"Adventure,Drama,Family",2868,6.6,1954,Lassie (1954)
tt0047708,Alfred Hitchcock Presents,"Comedy,Crime,Drama",14774,8.5,1955,Alfred Hitchcock Presents (1955)
tt0047718,Captain Kangaroo,Family,1171,8,1955,Captain Kangaroo (1955)
tt0047720,Cheyenne,Western,1374,7.9,1955,Cheyenne (1955)
tt0047736,Gunsmoke,Western,5084,7.9,1955,Gunsmoke (1955)
tt0047763,The Phil Silvers Show,"Comedy,Family",1360,8.4,1955,The Phil Silvers Show (1955)
tt0048845,As the World Turns,"Drama,Romance",1835,6,1956,As the World Turns (1956)
tt0050022,The Gumby Show,"Adventure,Animation,Comedy",1389,7,1956,The Gumby Show (1956)
tt0050025,Have Gun - Will Travel,Western,2322,8.4,1957,Have Gun - Will Travel (1957)
tt0050032,Leave It to Beaver,"Comedy,Family",6735,7.5,1957,Leave It to Beaver (1957)
tt0050037,Maverick,"Comedy,Western",2580,8,1957,Maverick (1957)
tt0050051,Perry Mason,"Crime,Drama,Mystery",5147,8.2,1957,Perry Mason (1957)
tt0050073,Wagon Train,Western,2341,7.4,1957,Wagon Train (1957)
tt0050079,Zorro,"Action,Adventure,Comedy",3120,8.2,1957,Zorro (1957)
tt0051247,77 Sunset Strip,"Action,Crime,Drama",1204,7.7,1958,77 Sunset Strip (1958)
tt0051267,The Donna Reed Show,"Comedy,Family",1346,7.4,1958,The Donna Reed Show (1958)
tt0051283,The Huckleberry Hound Show,"Animation,Comedy,Family",3180,6.6,1958,The Huckleberry Hound Show (1958)
tt0051301,Peter Gunn,"Action,Crime,Drama",1066,8,1958,Peter Gunn (1958)
tt0051308,The Rifleman,"Family,Western",3237,8.3,1958,The Rifleman (1958)
tt0051311,Sea Hunt,"Action,Adventure",1085,7.6,1958,Sea Hunt (1958)
tt0051327,Wanted: Dead or Alive,Western,1932,8.1,1958,Wanted: Dead or Alive (1958)
tt0052442,One Step Beyond,"Drama,Fantasy,Mystery",1265,7.8,1959,One Step Beyond (1959)
tt0052451,Bonanza,Western,7926,7.3,1959,Bonanza (1959)
tt0052461,Dennis the Menace,"Comedy,Family",1815,7.1,1959,Dennis the Menace (1959)
tt0052490,The Many Loves of Dobie Gillis,"Comedy,Family",1473,7.6,1959,The Many Loves of Dobie Gillis (1959)
tt0052504,Rawhide,Western,3176,8,1959,Rawhide (1959)
tt0052507,The Bullwinkle Show,"Animation,Comedy,Family",3523,7.7,1959,The Bullwinkle Show (1959)
tt0052520,The Twilight Zone,"Drama,Fantasy,Horror",71073,9,1959,The Twilight Zone (1959)
tt0052522,The Untouchables,"Action,Crime,Drama",2344,8,1959,The Untouchables (1959)
tt0053479,The Andy Griffith Show,"Comedy,Family",12235,8.3,1960,The Andy Griffith Show (1960)
tt0053488,The Bugs Bunny Show,"Animation,Comedy",31143,8.6,1960,The Bugs Bunny Show (1960)
tt0053494,Coronation Street,"Drama,Romance",4823,5.5,1960,Coronation Street (1960)
tt0053496,Danger Man,"Action,Adventure,Crime",1002,7.9,1960,Danger Man (1960)
tt0053502,The Flintstones,"Adventure,Animation,Comedy",32833,7.5,1960,The Flintstones (1960)
tt0053525,My Three Sons,"Comedy,Family",3076,7,1960,My Three Sons (1960)
tt0053534,Route 66,Adventure,1358,7.7,1960,Route 66 (1960)
tt0053546,Thriller,"Crime,Drama,Horror",1226,8.2,1960,Thriller (1960)
tt0054518,The Avengers,"Action,Comedy,Crime",6772,8.3,1961,The Avengers (1961)
tt0054528,"Car 54, Where Are You?",Comedy,1323,7.7,1961,"Car 54, Where Are You? (1961)"
tt0054533,The Dick Van Dyke Show,"Comedy,Family",8733,8.3,1961,The Dick Van Dyke Show (1961)
tt0054545,Hazel,Comedy,1392,7.2,1961,Hazel (1961)
tt0054557,Mister Ed,"Comedy,Family,Fantasy",3652,7,1958,Mister Ed (1958)
tt0054572,Top Cat,"Animation,Comedy,Crime",6824,7.1,1961,Top Cat (1961)
tt0055657,The Alfred Hitchcock Hour,"Crime,Drama,Horror",3880,8.5,1962,The Alfred Hitchcock Hour (1962)
tt0055662,The Beverly Hillbillies,"Comedy,Family",8027,7.2,1962,The Beverly Hillbillies (1962)
tt0055666,Combat!,"Action,Drama,War",2262,8.4,1962,Combat! (1962)
tt0055683,The Jetsons,"Animation,Comedy,Family",18664,7,1962,The Jetsons (1962)
tt0055686,The Lucy Show,Comedy,2267,7.2,1962,The Lucy Show (1962)
tt0055689,McHale's Navy,"Comedy,War",2432,7.4,1962,McHale's Navy (1962)
tt0055701,The Saint,"Action,Crime,Drama",4556,7.5,1962,The Saint (1962)
tt0055708,The Tonight Show Starring Johnny Carson,"Comedy,Talk-Show",3162,8.4,1962,The Tonight Show Starring Johnny Carson (1962)
tt0055710,The Virginian,Western,1887,7.6,1962,The Virginian (1962)
tt0056751,Doctor Who,"Adventure,Drama,Family",35307,8.4,1963,Doctor Who (1963)
tt0056757,The Fugitive,"Adventure,Crime,Drama",3368,8,1963,The Fugitive (1963)
tt0056758,General Hospital,"Crime,Drama,Romance",4301,6.5,1963,General Hospital (1963)
tt0056775,My Favorite Martian,"Comedy,Family,Sci-Fi",2143,7.3,1963,My Favorite Martian (1963)
tt0056777,The Outer Limits,"Drama,Fantasy,Horror",7243,8.2,1963,The Outer Limits (1963)
tt0056778,The Patty Duke Show,"Comedy,Family,Music",1184,7.2,1963,The Patty Duke Show (1963)
tt0056780,Petticoat Junction,Comedy,2499,7,1963,Petticoat Junction (1963)
tt0057729,The Addams Family,"Comedy,Family,Horror",14469,8,1964,The Addams Family (1964)
tt0057730,Jonny Quest,"Action,Adventure,Animation",4167,7.8,1964,Jonny Quest (1964)
tt0057733,Bewitched,"Comedy,Family,Fantasy",17214,7.5,1964,Bewitched (1964)
tt0057742,Daniel Boone,"Adventure,Western",1668,7.4,1964,Daniel Boone (1964)
tt0057748,Flipper,"Adventure,Family",2219,6.3,1964,Flipper (1964)
tt0057751,Gilligan's Island,"Comedy,Family",12845,7.3,1964,Gilligan's Island (1964)
tt0057752,Gomer Pyle: USMC,"Comedy,War",2882,7,1964,Gomer Pyle: USMC (1964)
tt0057765,The Man from U.N.C.L.E.,"Action,Adventure,Crime",4782,7.7,1964,The Man from U.N.C.L.E. (1964)
tt0057773,The Munsters,"Comedy,Family,Fantasy",12491,7.8,1964,The Munsters (1964)
tt0057785,Steptoe and Son,Comedy,2779,7.7,1962,Steptoe and Son (1962)
tt0057786,Stingray,"Action,Adventure,Family",1056,7.3,1964,Stingray (1964)
tt0057790,Thunderbirds,"Action,Adventure,Drama",3927,7.9,1965,Thunderbirds (1965)
tt0057796,Vi på Saltkråkan,"Adventure,Comedy,Drama",1395,7.1,1964,Vi på Saltkråkan (1964)
tt0057798,Voyage to the Bottom of the Sea,"Adventure,Sci-Fi",3219,7.2,1964,Voyage to the Bottom of the Sea (1964)
tt0058789,The Atom Ant Show,"Action,Animation,Comedy",1826,6.5,1965,The Atom Ant Show (1965)
tt0058791,The Big Valley,Western,2507,7.6,1965,The Big Valley (1965)
tt0058796,Days of Our Lives,"Drama,Romance",6088,5.1,1965,Days of Our Lives (1965)
tt0058797,The Dean Martin Show,"Comedy,Music",1149,8.2,1965,The Dean Martin Show (1965)
tt0058800,F Troop,"Comedy,Western",2452,7.3,1965,F Troop (1965)
tt0058805,Get Smart,"Action,Adventure,Comedy",10953,8.2,1965,Get Smart (1965)
tt0058806,Gidget,Comedy,1335,6.7,1965,Gidget (1965)
tt0058808,Green Acres,"Comedy,Family",5764,7.2,1965,Green Acres (1965)
tt0058812,Hogan's Heroes,"Comedy,War",8632,7.9,1965,Hogan's Heroes (1965)
tt0058815,I Dream of Jeannie,"Comedy,Family,Fantasy",13291,7.4,1965,I Dream of Jeannie (1965)
tt0058816,I Spy,"Action,Adventure,Comedy",1959,7.1,1965,I Spy (1965)
tt0058824,Lost in Space,"Adventure,Comedy,Family",6584,7.3,1965,Lost in Space (1965)
tt0058846,Secret Agent,"Action,Adventure,Crime",1126,8.2,1964,Secret Agent (1964)
tt0058847,The Secret Squirrel Show,"Animation,Crime,Family",1278,6.8,1965,The Secret Squirrel Show (1965)
tt0058855,The Wild Wild West,"Action,Adventure,Sci-Fi",4375,8.1,1965,The Wild Wild West (1965)
tt0059968,Batman,"Action,Adventure,Comedy",18896,7.5,1966,Batman (1966)
tt0059973,Captain Scarlet and the Mysterons,"Action,Family,Sci-Fi",1447,7.9,1967,Captain Scarlet and the Mysterons (1967)
tt0059978,Dark Shadows,"Drama,Fantasy,Horror",3936,8,1966,Dark Shadows (1966)
tt0059982,Family Affair,"Comedy,Family",2178,6.9,1966,Family Affair (1966)
tt0059991,The Green Hornet,"Action,Crime,Sci-Fi",2587,7.4,1966,The Green Hornet (1966)
tt0060004,The Magilla Gorilla Show,"Animation,Comedy,Family",1606,6.2,1964,The Magilla Gorilla Show (1964)
tt0060009,Mission: Impossible,"Action,Adventure,Crime",8060,7.9,1966,Mission: Impossible (1966)
tt0060010,The Monkees,"Comedy,Music",3669,7.4,1966,The Monkees (1966)
tt0060018,The Rat Patrol,"Action,Adventure,Drama",1430,7.5,1966,The Rat Patrol (1966)
tt0060019,The Road Runner Show,"Animation,Comedy,Family",9055,8,1966,The Road Runner Show (1966)
tt0060026,Space Ghost,"Action,Adventure,Animation",1535,7.3,1966,Space Ghost (1966)
tt0060028,Star Trek: The Original Series,"Action,Adventure,Sci-Fi",73391,8.3,1966,Star Trek: The Original Series (1966)
tt0060034,That Girl,Comedy,2209,7.1,1966,That Girl (1966)
tt0060036,The Time Tunnel,"Action,Adventure,Sci-Fi",3132,7.6,1966,The Time Tunnel (1966)
tt0060037,Underdog,"Action,Animation,Comedy",2046,7.2,1964,Underdog (1964)
tt0061240,The Carol Burnett Show,"Comedy,Family",4841,8.8,1967,The Carol Burnett Show (1967)
tt0061248,Dragnet 1967,"Crime,Drama,Mystery",2278,7.6,1967,Dragnet 1967 (1967)
tt0061250,Fantastic Four,"Action,Animation,Family",1170,6.7,1967,Fantastic Four (1967)
tt0061252,The Flying Nun,Comedy,2094,6.5,1967,The Flying Nun (1967)
tt0061263,The High Chaparral,Western,1685,7.7,1967,The High Chaparral (1967)
tt0061265,The Invaders,"Drama,Sci-Fi,Thriller",2518,8.1,1967,The Invaders (1967)
tt0061266,Ironside,"Crime,Drama,Mystery",3073,6.9,1967,Ironside (1967)
tt0061277,Mannix,"Action,Crime,Drama",2711,7.3,1967,Mannix (1967)
tt0061287,The Prisoner,"Drama,Mystery,Sci-Fi",12372,8.4,1967,The Prisoner (1967)
tt0061296,The Smothers Brothers Comedy Hour,Comedy,1211,7.8,1967,The Smothers Brothers Comedy Hour (1967)
tt0061300,Speed Racer,"Action,Adventure,Animation",2528,7.2,1967,Speed Racer (1967)
tt0061301,Spider-Man,"Action,Adventure,Animation",3208,7.4,1967,Spider-Man (1967)
tt0062539,Adam-12,"Comedy,Crime,Drama",3133,7.6,1968,Adam-12 (1968)
tt0062543,The Banana Splits Adventure Hour,"Adventure,Animation,Comedy",1503,7.3,1968,The Banana Splits Adventure Hour (1968)
tt0062544,The Batman/Superman Hour,"Action,Adventure,Animation",1221,7.5,1968,The Batman/Superman Hour (1968)
tt0062550,The Bugs Bunny/Road Runner Hour,"Animation,Comedy",9445,8.5,1968,The Bugs Bunny/Road Runner Hour (1968)
tt0062552,Dad's Army,"Comedy,War",5614,8.1,1968,Dad's Army (1968)
tt0062565,The Ghost & Mrs. Muir,"Comedy,Fantasy",1102,7.7,1968,The Ghost & Mrs. Muir (1968)
tt0062568,Hawaii Five-O,"Crime,Drama,Mystery",5683,7.3,1968,Hawaii Five-O (1968)
tt0062570,Here's Lucy,Comedy,1251,6.9,1968,Here's Lucy (1968)
tt0062572,It Takes a Thief,"Action,Adventure,Crime",1701,7.6,1968,It Takes a Thief (1968)
tt0062578,Land of the Giants,Sci-Fi,2181,7.1,1968,Land of the Giants (1968)
tt0062588,Mister Rogers' Neighborhood,"Family,Fantasy,Music",7509,8.6,1968,Mister Rogers' Neighborhood (1968)
tt0062589,Mod Squad,"Action,Crime,Drama",1735,6.9,1968,Mod Squad (1968)
tt0062595,One Life to Live,"Drama,Romance",2188,6.8,1968,One Life to Live (1968)
tt0062598,Pippi Longstocking,"Adventure,Comedy,Drama",3556,7.4,1969,Pippi Longstocking (1969)
tt0062601,Rowan & Martin's Laugh-In,"Comedy,Music",2566,8,1967,Rowan & Martin's Laugh-In (1967)
tt0063869,The Benny Hill Show,Comedy,4471,7.5,1969,The Benny Hill Show (1969)
tt0063878,The Brady Bunch,"Comedy,Family",12388,6.7,1969,The Brady Bunch (1969)
tt0063887,The Courtship of Eddie's Father,"Comedy,Family",1136,7.2,1969,The Courtship of Eddie's Father (1969)
tt0063889,Dastardly and Muttley in Their Flying Machines,"Animation,Comedy,Family",3198,7.1,1969,Dastardly and Muttley in Their Flying Machines (1969)
tt0063907,H.R. Pufnstuf,"Adventure,Family,Fantasy",1526,7.4,1969,H.R. Pufnstuf (1969)
tt0063908,Hee Haw,"Comedy,Music",1285,6.9,1969,Hee Haw (1969)
tt0063925,"Love, American Style","Comedy,Romance",1815,6.8,1969,"Love, American Style (1969)"
tt0063927,"Marcus Welby, M.D.",Drama,1338,7,1969,"Marcus Welby, M.D. (1969)"
tt0063929,Monty Python's Flying Circus,Comedy,67322,8.8,1969,Monty Python's Flying Circus (1969)
tt0063936,On the Buses,Comedy,1956,7,1969,On the Buses (1969)
tt0063939,The Pink Panther Show,"Animation,Comedy,Family",15925,7.6,1969,The Pink Panther Show (1969)
tt0063946,My Partner the Ghost,"Action,Comedy,Crime",1093,7.6,1969,My Partner the Ghost (1969)
tt0063950,"Scooby Doo, Where Are You!","Adventure,Animation,Comedy",30053,7.9,1969,"Scooby Doo, Where Are You! (1969)"
tt0063951,Sesame Street,"Adventure,Animation,Comedy",12015,8.1,1969,Sesame Street (1969)
tt0063962,UFO,"Action,Sci-Fi",2856,7.9,1970,UFO (1970)
tt0064033,The Ant and the Aardvark,"Animation,Comedy,Family",1213,7.1,1969,The Ant and the Aardvark (1969)
tt0065272,All My Children,"Drama,Mystery,Romance",2526,6.6,1970,All My Children (1970)
tt0065296,The Goodies,Comedy,1442,7.7,1970,The Goodies (1970)
tt0065307,Josie and the Pussycats,"Animation,Comedy,Family",1762,6.2,1970,Josie and the Pussycats (1970)
tt0065314,The Mary Tyler Moore Show,Comedy,6956,8.1,1970,The Mary Tyler Moore Show (1970)
tt0065317,McCloud,"Action,Crime,Drama",2743,6.9,1970,McCloud (1970)
tt0065323,NFL Monday Night Football,Sport,1354,8.2,1970,NFL Monday Night Football (1970)
tt0065327,Night Gallery,"Drama,Fantasy,Horror",4783,8,1969,Night Gallery (1969)
tt0065329,The Odd Couple,Comedy,5277,7.8,1970,The Odd Couple (1970)
tt0065333,The Partridge Family,"Comedy,Family,Music",3424,6.4,1970,The Partridge Family (1970)
tt0066625,Alias Smith and Jones,Western,1690,7.6,1971,Alias Smith and Jones (1971)
tt0066626,All in the Family,"Comedy,Drama",13966,8.3,1971,All in the Family (1971)
tt0066636,Cannon,"Action,Crime,Drama",2655,6.7,1971,Cannon (1971)
tt0066651,The Electric Company,"Comedy,Family",1773,8.1,1971,The Electric Company (1971)
tt0066652,Elizabeth R,"Biography,Drama,History",1523,8.7,1971,Elizabeth R (1971)
tt0066685,McMillan & Wife,"Crime,Drama,Mystery",2042,7.1,1971,McMillan & Wife (1971)
tt0066701,The Persuaders!,"Action,Adventure,Comedy",4711,8.1,1971,The Persuaders! (1971)
tt0066714,The Six Wives of Henry VIII,"Drama,History,Romance",1181,8.4,1970,The Six Wives of Henry VIII (1970)
tt0066721,The Two Ronnies,Comedy,2940,7.8,1971,The Two Ronnies (1971)
tt0066722,"Upstairs, Downstairs",Drama,2679,8.3,1971,"Upstairs, Downstairs (1971)"
tt0068040,Are You Being Served?,Comedy,7137,7.9,1972,Are You Being Served? (1972)
tt0068044,Banacek,"Crime,Drama,Mystery",1291,7.6,1972,Banacek (1972)
tt0068049,The Bob Newhart Show,Comedy,4889,8.1,1972,The Bob Newhart Show (1972)
tt0068067,Emergency!,"Action,Adventure,Comedy",3849,7.8,1972,Emergency! (1972)
tt0068069,Emmerdale,"Drama,Romance",2840,4.8,1972,Emmerdale (1972)
tt0068072,Fat Albert and the Cosby Kids,"Animation,Comedy,Family",2027,6.8,1972,Fat Albert and the Cosby Kids (1972)
tt0068093,Kung Fu,"Adventure,Drama,Western",5244,7.7,1972,Kung Fu (1972)
tt0068098,M*A*S*H,"Comedy,Drama,War",50123,8.4,1972,M*A*S*H (1972)
tt0068103,Maude,Comedy,3337,7.1,1972,Maude (1972)
tt0068112,The New Scooby-Doo Movies,"Animation,Comedy,Family",4234,7.7,1972,The New Scooby-Doo Movies (1972)
tt0068120,The Price Is Right,"Family,Game-Show,Reality-TV",3312,7.5,1972,The Price Is Right (1972)
tt0068128,Sanford and Son,Comedy,7826,7.9,1972,Sanford and Son (1972)
tt0068135,The Streets of San Francisco,"Action,Crime,Drama",5097,7.3,1972,The Streets of San Francisco (1972)
tt0068149,The Waltons,"Drama,Family,Romance",5699,7.6,1972,The Waltons (1972)
tt0068243,Le avventure di Pinocchio,"Comedy,Family,Fantasy",1275,7.8,1972,Le avventure di Pinocchio (1972)
tt0068304,The Long Recess,"Comedy,Romance",1516,8.1,1972,The Long Recess (1972)
tt0069557,Barnaby Jones,"Crime,Drama,Mystery",2163,6.8,1973,Barnaby Jones (1973)
tt0069576,Doraemon,"Adventure,Animation,Comedy",2983,7.9,1979,Doraemon (1979)
tt0069599,Kojak,"Action,Crime,Drama",6608,7.1,1973,Kojak (1973)
tt0069602,Last of the Summer Wine,Comedy,2616,7,1973,Last of the Summer Wine (1973)
tt0069607,Man About the House,Comedy,1165,7.2,1973,Man About the House (1973)
tt0069608,Match Game,"Comedy,Game-Show",1707,8.3,1973,Match Game (1973)
tt0069627,Schoolhouse Rock!,"Animation,Family,Musical",3329,8.1,1973,Schoolhouse Rock! (1973)
tt0069628,Seventeen Moments of Spring,"Drama,History,War",3954,8.9,1973,Seventeen Moments of Spring (1973)
tt0069634,Some Mothers Do 'Ave 'Em,Comedy,3222,7.5,1973,Some Mothers Do 'Ave 'Em (1973)
tt0069637,Star Trek: The Animated Series,"Action,Adventure,Animation",5929,7.4,1973,Star Trek: The Animated Series (1973)
tt0069641,Super Friends,"Action,Adventure,Animation",2000,7.3,1973,Super Friends (1973)
tt0069655,Whatever Happened to the Likely Lads?,Comedy,1058,7.6,1973,Whatever Happened to the Likely Lads? (1973)
tt0069658,The Young and the Restless,"Drama,Romance",5609,5.1,1973,The Young and the Restless (1973)
tt0070644,Scenes from a Marriage,Drama,14662,8.4,1973,Scenes from a Marriage (1973)
tt0070904,World on a Wire,"Crime,Mystery,Sci-Fi",5376,7.8,1973,World on a Wire (1973)
tt0070968,Heidi: A Girl of the Alps,"Adventure,Animation,Drama",4672,7.5,1974,Heidi: A Girl of the Alps (1974)
tt0070981,Derrick,"Crime,Drama",1435,6.5,1974,Derrick (1974)
tt0070991,Good Times,Comedy,5880,7.3,1974,Good Times (1974)
tt0070992,Happy Days,"Comedy,Family,Music",16235,7.4,1974,Happy Days (1974)
tt0070996,Hong Kong Phooey,"Action,Adventure,Animation",3169,6.9,1974,Hong Kong Phooey (1974)
tt0071003,Kolchak: The Night Stalker,"Horror,Mystery,Thriller",4232,8.5,1974,Kolchak: The Night Stalker (1974)
tt0071005,Land of the Lost,"Adventure,Family,Fantasy",2499,7.1,1974,Land of the Lost (1974)
tt0071007,Little House on the Prairie,"Drama,Family,Romance",18016,7.4,1974,Little House on the Prairie (1974)
tt0071028,Otpisani,"Action,Drama,War",1496,8.6,1974,Otpisani (1974)
tt0071033,Planet of the Apes,"Adventure,Sci-Fi,Thriller",4176,7.2,1974,Planet of the Apes (1974)
tt0071034,Police Woman,"Action,Crime,Drama",1610,6.5,1974,Police Woman (1974)
tt0071036,Porridge,"Comedy,Crime",5442,8.2,1974,Porridge (1974)
tt0071040,Rhoda,Comedy,2155,6.8,1974,Rhoda (1974)
tt0071041,Rising Damp,Comedy,2256,7.7,1974,Rising Damp (1974)
tt0071042,The Rockford Files,"Crime,Drama,Mystery",6918,8.1,1974,The Rockford Files (1974)
tt0071050,Shazam!,"Action,Family,Fantasy",1239,6.7,1974,Shazam! (1974)
tt0071054,The Six Million Dollar Man,"Action,Adventure,Crime",9480,7.1,1974,The Six Million Dollar Man (1974)
tt0071059,The Sweeney,"Action,Comedy,Crime",1850,8,1974,The Sweeney (1974)
tt0071075,The World at War,"Documentary,History,War",22112,9.2,1973,The World at War (1973)
tt0072471,Baretta,"Crime,Drama,Mystery",2082,6.7,1975,Baretta (1975)
tt0072472,Barney Miller,"Comedy,Drama",4807,8.2,1975,Barney Miller (1975)
tt0072496,Ellery Queen,"Crime,Drama,Family",1136,8.4,1975,Ellery Queen (1975)
tt0072500,Fawlty Towers,Comedy,84746,8.7,1975,Fawlty Towers (1975)
tt0072506,Good Morning America,"News,Talk-Show",1319,4.5,1975,Good Morning America (1975)
tt0072519,The Jeffersons,Comedy,7733,7.4,1975,The Jeffersons (1975)
tt0072554,One Day at a Time,Comedy,3722,6.5,1975,One Day at a Time (1975)
tt0072560,S.W.A.T.,"Action,Crime,Drama",1534,6.6,1975,S.W.A.T. (1975)
tt0072562,Saturday Night Live,"Comedy,Music",42931,8.1,1975,Saturday Night Live (1975)
tt0072564,Space: 1999,"Adventure,Drama,Sci-Fi",7262,7.3,1975,Space: 1999 (1975)
tt0072567,Starsky and Hutch,"Action,Crime,Drama",7806,7,1975,Starsky and Hutch (1975)
tt0072572,Survivors,"Drama,Sci-Fi",1104,8.1,1975,Survivors (1975)
tt0072582,"Welcome Back, Kotter",Comedy,5519,7,1975,"Welcome Back, Kotter (1975)"
tt0072584,Wheel of Fortune,"Family,Game-Show",2640,6.7,1983,Wheel of Fortune (1983)
tt0073179,"The Irony of Fate, or Enjoy Your Bath!","Comedy,Romance",11129,8.1,1975,"The Irony of Fate, or Enjoy Your Bath! (1975)"
tt0073955,Alice,Comedy,3923,6.8,1976,Alice (1976)
tt0073961,Black Sheep Squadron,"Action,Adventure,Drama",2349,7.6,1976,Black Sheep Squadron (1976)
tt0073965,The Bionic Woman,"Action,Adventure,Drama",6228,6.7,1976,The Bionic Woman (1976)
tt0073972,Charlie's Angels,"Action,Adventure,Crime",10763,6.5,1976,Charlie's Angels (1976)
tt0073990,The Fall and Rise of Reginald Perrin,Comedy,1646,7.9,1976,The Fall and Rise of Reginald Perrin (1976)
tt0073991,Family Feud,Game-Show,1887,7.1,1976,Family Feud (1976)
tt0073992,Family,"Drama,Family",1206,7.5,1976,Family (1976)
tt0073995,George & Mildred,Comedy,1279,7.1,1976,George & Mildred (1976)
tt0074006,"I, Claudius","Biography,Drama,History",15723,8.7,1976,"I, Claudius (1976)"
tt0074016,Laverne & Shirley,"Comedy,Family",6436,6.9,1976,Laverne & Shirley (1976)
tt0074021,"Mary Hartman, Mary Hartman","Comedy,Romance",1066,7.6,1976,"Mary Hartman, Mary Hartman (1976)"
tt0074028,The Muppet Show,"Comedy,Family,Music",22307,8.4,1976,The Muppet Show (1976)
tt0074031,The New Avengers,"Action,Mystery,Thriller",2037,7.2,1976,The New Avengers (1976)
tt0074036,Open All Hours,Comedy,4748,7.6,1976,Open All Hours (1976)
tt0074039,Povratak otpisanih,War,1240,8.6,1976,Povratak otpisanih (1976)
tt0074042,Quincy M.E.,"Crime,Drama,Mystery",5266,7.3,1976,Quincy M.E. (1976)
tt0074048,"Rich Man, Poor Man",Drama,2704,8.2,1976,"Rich Man, Poor Man (1976)"
tt0074050,Sandokan,"Action,Adventure,Drama",1232,7.5,1976,Sandokan (1976)
tt0074053,The Scooby-Doo/Dynomutt Hour,"Animation,Comedy,Family",2973,7.6,1976,The Scooby-Doo/Dynomutt Hour (1976)
tt0074062,The Sylvester & Tweety Show,"Animation,Comedy,Family",4544,7.4,1976,The Sylvester & Tweety Show (1976)
tt0074071,What's Happening!!,Comedy,3061,6.9,1976,What's Happening!! (1976)
tt0074074,Wonder Woman,"Action,Adventure,Drama",7095,7.1,1975,Wonder Woman (1975)
tt0074369,My Uncle Napoleon,"Comedy,Drama",1060,8.5,1976,My Uncle Napoleon (1976)
tt0074621,Helter Skelter,"Crime,Drama,Thriller",3331,7.4,1976,Helter Skelter (1976)
tt0075296,Sybil,"Biography,Drama",6442,8,1976,Sybil (1976)
tt0075468,Twelve Chairs,"Adventure,Comedy,Mystery",4500,8.3,1977,Twelve Chairs (1977)
tt0075472,All Creatures Great and Small,"Comedy,Drama",2494,8.3,1978,All Creatures Great and Small (1978)
tt0075473,The All-New Super Friends Hour,"Action,Adventure,Animation",1546,7.2,1977,The All-New Super Friends Hour (1977)
tt0075488,CHiPs,"Crime,Drama,Mystery",8106,6.4,1977,CHiPs (1977)
tt0075500,Eight Is Enough,"Comedy,Drama,Family",2556,6.5,1977,Eight Is Enough (1977)
tt0075511,Good Neighbors,Comedy,2889,8,1975,Good Neighbors (1975)
tt0075512,Grange Hill,"Comedy,Drama,Family",1196,7,1978,Grange Hill (1978)
tt0075513,The Hardy Boys/Nancy Drew Mysteries,"Family,Mystery",1351,7.5,1977,The Hardy Boys/Nancy Drew Mysteries (1977)
tt0075520,Jesus of Nazareth,"Biography,Drama,History",19877,8.5,1977,Jesus of Nazareth (1977)
tt0075525,The Life and Times of Grizzly Adams,"Adventure,Family,Western",1299,7.6,1977,The Life and Times of Grizzly Adams (1977)
tt0075527,Logan's Run,"Adventure,Sci-Fi",2187,7.2,1977,Logan's Run (1977)
tt0075528,Lou Grant,"Crime,Drama",1693,7.2,1977,Lou Grant (1977)
tt0075529,The Love Boat,"Comedy,Drama,Romance",9026,6.1,1977,The Love Boat (1977)
tt0075533,Man from Atlantis,"Adventure,Sci-Fi",2066,6.5,1977,Man from Atlantis (1977)
tt0075537,Mind Your Language,Comedy,7722,8.7,1977,Mind Your Language (1977)
tt0075543,The New Adventures of Batman,"Action,Adventure,Animation",1034,7.1,1977,The New Adventures of Batman (1977)
tt0075561,The Professionals,"Action,Comedy,Crime",2657,8,1977,The Professionals (1977)
