tconst,primaryTitle,genres,numVotes,averageRating,startYear,SeriesName
tt0115285,Nash Bridges,"Action,Crime,Drama",6455,6.8,1996,Nash Bridges (1996)
tt0115286,Never Mind the Buzzcocks,"Comedy,Game-Show,Music",5226,7.8,1996,Never Mind the Buzzcocks (1996)
tt0115288,Neverwhere,"Adventure,Comedy,Drama",2651,7.2,1996,Neverwhere (1996)
tt0115305,Our Friends in the North,"Drama,History",1521,8.7,1996,Our Friends in the North (1996)
tt0115314,Percy tårar,Comedy,1484,7.9,1996,Percy tårar (1996)
tt0115317,Poltergeist: The Legacy,"Drama,Fantasy,Horror",1585,7,1996,Poltergeist: The Legacy (1996)
tt0115319,Power Rangers Zeo,"Action,Adventure,Family",2224,6.6,1996,Power Rangers Zeo (1996)
tt0115320,The Pretender,"Drama,Mystery,Sci-Fi",14782,7.5,1996,The Pretender (1996)
tt0115321,Prime Suspect 5: Errors of Judgement,"Crime,Mystery,Romance",2348,7.9,1996,Prime Suspect 5: Errors of Judgement (1996)
tt0115322,Profiler,"Crime,Drama,Mystery",3536,7.2,1996,Profiler (1996)
tt0115323,Profit,"Crime,Drama",1898,8.7,1996,Profit (1996)
tt0115326,PSI Factor: Chronicles of the Paranormal,"Drama,Fantasy,Mystery",1685,7.2,1996,PSI Factor: Chronicles of the Paranormal (1996)
tt0115338,The Rosie O'Donnell Show,"Comedy,Talk-Show",1207,3.9,1996,The Rosie O'Donnell Show (1996)
tt0115341,Sabrina the Teenage Witch,"Comedy,Family,Fantasy",34278,6.7,1996,Sabrina the Teenage Witch (1996)
tt0115351,The Sentinel,"Action,Adventure,Crime",2092,6.6,1996,The Sentinel (1996)
tt0115355,Silent Witness,"Crime,Drama,Mystery",5863,7.8,1996,Silent Witness (1996)
tt0115369,Spin City,Comedy,26412,7.2,1996,Spin City (1996)
tt0115372,The Steve Harvey Show,Comedy,2620,6.6,1996,The Steve Harvey Show (1996)
tt0115376,Suddenly Susan,Comedy,2675,5.8,1996,Suddenly Susan (1996)
tt0115378,Superman: The Animated Series,"Action,Adventure,Animation",13757,8.1,1996,Superman: The Animated Series (1996)
tt0115387,The Tenant of Wildfell Hall,Drama,2548,7.3,1996,The Tenant of Wildfell Hall (1996)
tt0115390,This Life,Drama,2043,8.5,1996,This Life (1996)
tt0115392,Titanic,"Action,Drama,History",4097,5.8,1996,Titanic (1996)
tt0115418,The West,"Documentary,History,War",1804,8.3,1996,The West (1996)
tt0115674,BeetleBorgs,"Action,Adventure,Comedy",1160,6.3,1996,BeetleBorgs (1996)
tt0117086,Moses,"Adventure,Biography,Crime",1766,6.8,1995,Moses (1995)
tt0118248,"20,000 Leagues Under the Sea","Adventure,Romance,Sci-Fi",1448,5.8,1997,"20,000 Leagues Under the Sea (1997)"
tt0118254,Ally McBeal,"Comedy,Drama,Fantasy",30480,6.8,1997,Ally McBeal (1997)
tt0118266,The New Batman Adventures,"Action,Adventure,Animation",14424,8.5,1997,The New Batman Adventures (1997)
tt0118273,Brass Eye,Comedy,9617,8.6,1997,Brass Eye (1997)
tt0118276,Buffy the Vampire Slayer,"Action,Drama,Fantasy",130296,8.2,1997,Buffy the Vampire Slayer (1997)
tt0118289,Cow and Chicken,"Adventure,Animation,Comedy",18351,6.5,1997,Cow and Chicken (1997)
tt0118298,Daria,"Animation,Comedy,Drama",23125,8,1997,Daria (1997)
tt0118300,Dawson's Creek,"Drama,Romance",35753,6.6,1998,Dawson's Creek (1998)
tt0118303,Dharma & Greg,"Comedy,Romance",28452,6.3,1997,Dharma & Greg (1997)
tt0118360,Johnny Bravo,"Adventure,Animation,Comedy",32695,7.2,1997,Johnny Bravo (1997)
tt0118363,Jonathan Creek,"Crime,Drama,Mystery",6551,8.1,1997,Jonathan Creek (1997)
tt0118364,Just Shoot Me!,Comedy,17939,6.8,1997,Just Shoot Me! (1997)
tt0118375,King of the Hill,"Animation,Comedy,Drama",45460,7.3,1997,King of the Hill (1997)
tt0118379,La Femme Nikita,"Action,Drama,Romance",9084,7.5,1997,La Femme Nikita (1997)
tt0118381,The Last Don,"Crime,Drama",2582,7.2,1997,The Last Don (1997)
tt0118401,Midsomer Murders,"Crime,Drama,Mystery",23811,7.7,1997,Midsomer Murders (1997)
tt0118414,The Odyssey,"Adventure,Drama,Fantasy",13775,7,1997,The Odyssey (1997)
tt0118421,Oz,"Crime,Drama,Thriller",88631,8.7,1997,Oz (1997)
tt0118436,Power Rangers Turbo,"Action,Adventure,Family",1972,5.7,1997,Power Rangers Turbo (1997)
tt0118437,The Practice,"Crime,Drama,Mystery",7821,7.7,1997,The Practice (1997)
tt0118451,Roar,"Action,Adventure,Fantasy",1102,7.4,1997,Roar (1997)
tt0118452,Invasion,"Sci-Fi,Thriller",1082,5.6,1997,Invasion (1997)
tt0118453,Rough Riders,"Action,Drama,History",1835,7.4,1997,Rough Riders (1997)
tt0118460,The Shining,"Drama,Fantasy,Horror",15700,6.1,1997,The Shining (1997)
tt0118466,Smart Guy,"Comedy,Drama,Family",4524,7.4,1997,Smart Guy (1997)
tt0118475,Todd McFarlane's Spawn,"Action,Adventure,Animation",7648,8.1,1997,Todd McFarlane's Spawn (1997)
tt0118476,Spellbinder: Land of the Dragon Lord,"Adventure,Family,Fantasy",1037,7.8,1997,Spellbinder: Land of the Dragon Lord (1997)
tt0118480,Stargate SG-1,"Action,Adventure,Drama",83392,8.4,1997,Stargate SG-1 (1997)
tt0118484,Sunset Beach,"Drama,Romance",2262,6.8,1997,Sunset Beach (1997)
tt0118497,Touching Evil,"Crime,Drama,Mystery",1674,7.8,1997,Touching Evil (1997)
tt0118499,True Women,"Action,Adventure,Biography",2091,6.8,1997,True Women (1997)
tt0118506,Veronica's Closet,Comedy,1929,5.7,1997,Veronica's Closet (1997)
tt0118515,Win Ben Stein's Money,"Comedy,Game-Show",1368,6.6,1997,Win Ben Stein's Money (1997)
tt0118933,David,"Adventure,Biography,Drama",1040,7.1,1997,David (1997)
tt0118984,Dilbert,"Animation,Comedy",5426,7.3,1999,Dilbert (1999)
tt0119189,George Wallace,"Biography,Drama",1239,7.1,1997,George Wallace (1997)
tt0119991,Rebecca,"Drama,Mystery,Romance",1310,7.4,1997,Rebecca (1997)
tt0120569,Conan,"Action,Adventure,Fantasy",1200,5.3,1997,Conan (1997)
tt0120570,From the Earth to the Moon,"Action,Drama,History",10954,8.6,1998,From the Earth to the Moon (1998)
tt0120574,More Tales of the City,"Drama,Romance",1646,7.9,1998,More Tales of the City (1998)
tt0120575,Power Rangers in Space,"Action,Adventure,Family",2694,7.2,1998,Power Rangers in Space (1998)
tt0120756,Moby Dick,"Adventure,Drama,Thriller",3695,6.4,1998,Moby Dick (1998)
tt0120948,Czterej pancerni i pies,"Adventure,War",1324,7.8,1966,Czterej pancerni i pies (1966)
tt0120974,The Jerry Springer Show,Talk-Show,3994,3.7,1991,The Jerry Springer Show (1991)
tt0120977,Khane sabz,"Comedy,Drama,Family",1203,7.6,1996,Khane sabz (1996)
tt0120986,Maury,"Comedy,Drama,Talk-Show",1871,4.2,1991,Maury (1991)
tt0121033,Toate pînzele sus,"Action,Adventure",1514,8.8,1977,Toate pînzele sus (1977)
tt0121220,Dragon Ball Z,"Action,Adventure,Animation",68206,8.7,1989,Dragon Ball Z (1989)
tt0121932,Extreme Ghostbusters,"Action,Adventure,Animation",2692,6.9,1997,Extreme Ghostbusters (1997)
tt0121955,South Park,"Animation,Comedy",330574,8.7,1997,South Park (1997)
tt0121967,Wild & Crazy Kids,"Action,Family,Game-Show",1040,7.4,1990,Wild & Crazy Kids (1990)
tt0122336,Captain Future,"Adventure,Animation,Sci-Fi",1200,7.9,1978,Captain Future (1978)
tt0122353,KaBlam!,"Animation,Comedy,Family",2366,7.9,1996,KaBlam! (1996)
tt0122355,Mortal Kombat: Defenders of the Realm,"Action,Adventure,Animation",1071,6,1995,Mortal Kombat: Defenders of the Realm (1995)
tt0122356,The Mysterious Cities of Gold,"Adventure,Animation,Comedy",3500,8.7,1982,The Mysterious Cities of Gold (1982)
tt0122365,Wacky Races,"Animation,Comedy,Family",5957,7.5,1968,Wacky Races (1968)
tt0122819,Full Circle with Michael Palin,"Adventure,Documentary",1116,8.4,1997,Full Circle with Michael Palin (1997)
tt0122837,Tales from the Cryptkeeper,"Animation,Comedy,Fantasy",1133,7.6,1993,Tales from the Cryptkeeper (1993)
tt0123338,60 Minutes,"Documentary,News",3104,7.4,1968,60 Minutes (1968)
tt0123349,Hi-de-Hi!,Comedy,1295,6.5,1980,Hi-de-Hi! (1980)
tt0123360,The Private Life of Plants,Documentary,2505,9,1995,The Private Life of Plants (1995)
tt0123366,The View,Talk-Show,6506,2.6,1997,The View (1997)
tt0123816,Earth: Final Conflict,"Action,Drama,Mystery",3892,6.2,1997,Earth: Final Conflict (1997)
tt0124218,"You Rang, M'Lord?",Comedy,3015,8.7,1988,"You Rang, M'Lord? (1988)"
tt0124932,20/20,"Documentary,News",1697,6.6,1978,20/20 (1978)
tt0124934,Breaker High,Comedy,1121,6.5,1997,Breaker High (1997)
tt0125111,"Naval Cadets, Charge!","Adventure,History,Romance",1181,7.5,1988,"Naval Cadets, Charge! (1988)"
tt0125616,Double Dare,"Comedy,Family,Game-Show",1635,7.4,1986,Double Dare (1986)
tt0125622,"Honey, I Shrunk the Kids: The TV Show","Action,Adventure,Comedy",1342,5.9,1997,"Honey, I Shrunk the Kids: The TV Show (1997)"
tt0125633,Mummies Alive!,"Action,Adventure,Animation",1147,7.1,1997,Mummies Alive! (1997)
tt0126158,He-Man and the Masters of the Universe,"Action,Adventure,Animation",16253,7.5,1983,He-Man and the Masters of the Universe (1983)
tt0126168,Police Academy: The Series,"Comedy,Crime",1165,5,1997,Police Academy: The Series (1997)
tt0126170,Recess,"Adventure,Animation,Comedy",22544,7.8,1997,Recess (1997)
tt0126171,She-Ra: Princess of Power,"Action,Adventure,Animation",5056,6.8,1985,She-Ra: Princess of Power (1985)
tt0126173,Swat Kats: The Radical Squadron,"Action,Animation,Family",3932,8.4,1993,Swat Kats: The Radical Squadron (1993)
tt0127376,Hetty Wainthropp Investigates,"Comedy,Crime,Drama",1306,7.5,1996,Hetty Wainthropp Investigates (1996)
tt0127382,Kenny Starfighter,"Action,Adventure,Comedy",1181,7.6,1997,Kenny Starfighter (1997)
tt0127385,Men in Black: The Series,"Action,Animation,Comedy",3270,6.8,1997,Men in Black: The Series (1997)
tt0127388,Ninja Turtles: The Next Mutation,"Action,Adventure,Comedy",1345,4.4,1997,Ninja Turtles: The Next Mutation (1997)
tt0127471,BraveStarr,"Action,Animation,Family",2612,7.1,1987,BraveStarr (1987)
tt0127569,Ghostbusters,"Adventure,Animation,Comedy",2678,6.4,1986,Ghostbusters (1986)
tt0128890,Pepper Ann,"Animation,Comedy,Family",3078,7.1,1997,Pepper Ann (1997)
tt0129690,I'm Alan Partridge,Comedy,18580,8.5,1997,I'm Alan Partridge (1997)
tt0129695,The Magnificent Seven,"Action,Western",1477,7.6,1998,The Magnificent Seven (1998)
tt0129709,Rab C. Nesbitt,Comedy,1250,7.5,1988,Rab C. Nesbitt (1988)
tt0129710,Room 101,"Comedy,Talk-Show",1363,6.5,1994,Room 101 (1994)
tt0129711,The Royle Family,Comedy,6499,8.1,1998,The Royle Family (1998)
tt0129712,Saber Rider and the Star Sheriffs,"Action,Adventure,Animation",2246,8.5,1987,Saber Rider and the Star Sheriffs (1987)
tt0130410,Marimar,"Drama,Romance",1052,6.5,1994,Marimar (1994)
tt0130414,Merlin,"Action,Adventure,Drama",20381,7.1,1998,Merlin (1998)
tt0130417,The New Tom & Jerry Show,"Animation,Comedy,Family",7917,7.8,1975,The New Tom & Jerry Show (1975)
tt0130421,The State,Comedy,2460,8.3,1993,The State (1993)
tt0131179,Detective Conan,"Action,Adventure,Animation",10817,8.4,1996,Detective Conan (1996)
tt0131183,The Raccoons,"Animation,Comedy,Drama",1770,7.5,1985,The Raccoons (1985)
tt0131190,Ulysses 31,"Action,Adventure,Animation",1902,8,1981,Ulysses 31 (1981)
tt0131613,Teenage Mutant Ninja Turtles,"Action,Adventure,Animation",30632,7.9,1987,Teenage Mutant Ninja Turtles (1987)
tt0131664,The Angry Beavers,"Animation,Comedy,Family",13682,7.2,1997,The Angry Beavers (1997)
tt0133295,Maya the Bee,"Adventure,Animation,Comedy",3691,6.7,1975,Maya the Bee (1975)
tt0133302,Frontline,"Documentary,News",1630,8.5,1983,Frontline (1983)
tt0133318,The Trials of Life,Documentary,1584,8.9,1990,The Trials of Life (1990)
tt0134247,Felicity,"Drama,Romance",10408,6.8,1998,Felicity (1998)
tt0134269,V.I.P.,"Action,Comedy,Crime",4240,4.1,1998,V.I.P. (1998)
tt0135095,Life on Earth,Documentary,2638,9.1,1979,Life on Earth (1979)
tt0135096,The Living Planet,Documentary,1798,9,1984,The Living Planet (1984)
tt0135114,Around the World with Willy Fog,"Adventure,Animation,Family",2840,7.5,1983,Around the World with Willy Fog (1983)
tt0135659,Storm of the Century,"Drama,Fantasy,Horror",19979,7.4,1999,Storm of the Century (1999)
tt0135733,Match of the Day,"News,Sport",2161,8.7,1964,Match of the Day (1964)
tt0136634,The Big Comfy Couch,Family,1281,7.2,1992,The Big Comfy Couch (1992)
tt0136646,The Last Don II,"Crime,Drama",1012,7,1998,The Last Don II (1998)
tt0136650,Legacy from the Future - Fantastic Adventures of Family Mézga,"Animation,Comedy,Sci-Fi",1403,8.5,1970,Legacy from the Future - Fantastic Adventures of Family Mézga (1970)
tt0136658,Quack Pack,"Adventure,Animation,Comedy",3745,6.8,1996,Quack Pack (1996)
tt0136668,SportsCenter,"News,Sport,Talk-Show",2229,8.1,1979,SportsCenter (1979)
tt0137305,Goodness Gracious Me,Comedy,1072,8.3,1998,Goodness Gracious Me (1998)
tt0137330,"Two Guys, a Girl and a Pizza Place","Comedy,Romance",15554,7.4,1998,"Two Guys, a Girl and a Pizza Place (1998)"
tt0138228,Countdown,Game-Show,1209,6.2,1982,Countdown (1982)
tt0138230,Defenders of the Earth,"Action,Adventure,Animation",1328,7.1,1986,Defenders of the Earth (1986)
tt0138919,Escaflowne,"Action,Adventure,Animation",3886,7.8,1996,Escaflowne (1996)
tt0138956,Beyond Belief: Fact or Fiction,"Fantasy,Horror,Mystery",4027,8,1997,Beyond Belief: Fact or Fiction (1997)
tt0138967,Hercules,"Action,Adventure,Animation",9549,6.6,1998,Hercules (1998)
tt0139774,Dragon Ball GT,"Action,Adventure,Animation",23701,6.8,1996,Dragon Ball GT (1996)
tt0139776,Fishing with John,"Comedy,Documentary,Sport",1403,8.1,1991,Fishing with John (1991)
tt0140749,Mighty Max,"Action,Adventure,Animation",1659,7.8,1993,Mighty Max (1993)
tt0140774,13 posterunek,Comedy,1102,6.7,1997,13 posterunek (1997)
tt0141842,The Sopranos,"Crime,Drama",299836,9.2,1999,The Sopranos (1999)
tt0142032,Dune,"Adventure,Drama,Fantasy",18377,7.1,2000,Dune (2000)
tt0142049,Sai de Baixo,Comedy,1056,7.9,1996,Sai de Baixo (1996)
tt0142055,Teletubbies,"Family,Fantasy,Musical",6952,3.7,1997,Teletubbies (1997)
tt0142183,Super Dimensional Fortress Macross,"Action,Adventure,Animation",1881,8.6,1982,Super Dimensional Fortress Macross (1982)
tt0143081,Zoom,"Comedy,Drama,Family",1106,7.2,1997,Zoom (1997)
tt0144039,Atomic Train,"Action,Drama,Thriller",2150,4.7,1999,Atomic Train (1999)
tt0144048,Gladiators,"Action,Game-Show,Reality-TV",1040,6.5,1992,Gladiators (1992)
tt0144065,Ri¢hie Ri¢h,"Animation,Family",1128,6,1982,Ri¢hie Ri¢h (1982)
tt0144069,Street Fighter II: V,"Action,Adventure,Animation",2059,7.6,1995,Street Fighter II: V (1995)
tt0144700,101 Dalmatians: The Series,"Adventure,Animation,Comedy",1122,6.2,1997,101 Dalmatians: The Series (1997)
tt0144701,Barney & Friends,Family,5092,4.4,1992,Barney & Friends (1992)
tt0144714,Highlander: The Raven,"Action,Adventure,Crime",1109,5.3,1998,Highlander: The Raven (1998)
tt0144727,Our Mutual Friend,Drama,2283,8.1,1998,Our Mutual Friend (1998)
tt0145628,Popeye the Sailor,"Animation,Comedy,Family",10071,7.1,1960,Popeye the Sailor (1960)
tt0146370,Bolek i Lolek,"Adventure,Animation,Comedy",1350,7,1963,Bolek i Lolek (1963)
tt0147746,Batman Beyond,"Action,Adventure,Animation",24246,8.1,1999,Batman Beyond (1999)
tt0147752,Biker Mice from Mars,"Action,Adventure,Animation",4057,7,1993,Biker Mice from Mars (1993)
tt0147760,Dalziel and Pascoe,"Crime,Drama,Mystery",2381,7.3,1996,Dalziel and Pascoe (1996)
tt0149437,Crusade,"Action,Adventure,Drama",4747,6.8,1999,Crusade (1999)
tt0149453,F.C. De Kampioenen,"Comedy,Romance,Sport",1160,6.6,1990,F.C. De Kampioenen (1990)
tt0149460,Futurama,"Animation,Comedy,Sci-Fi",212610,8.4,1999,Futurama (1999)
tt0149509,Postman Pat,"Animation,Family",2188,6.4,1981,Postman Pat (1981)
tt0154061,CatDog,"Adventure,Animation,Comedy",20660,6.6,1998,CatDog (1998)
tt0154147,Animorphs,"Fantasy,Sci-Fi,Thriller",1223,6.6,1998,Animorphs (1998)
tt0155445,Rupert,"Adventure,Animation,Family",1476,7,1991,Rupert (1991)
tt0156196,Jesse,Comedy,1148,6,1998,Jesse (1998)
tt0156200,Babar,"Animation,Comedy,Drama",4600,6.5,1989,Babar (1989)
tt0156205,Creature,"Action,Horror,Sci-Fi",2568,5.1,1998,Creature (1998)
tt0156226,Pop Up Video,Music,1124,7,1997,Pop Up Video (1997)
tt0156442,Da Vinci's Inquest,"Crime,Drama,Mystery",1092,8,1998,Da Vinci's Inquest (1998)
tt0157216,Berkeley Square,Drama,1047,7.9,1998,Berkeley Square (1998)
tt0157217,Byomkesh Bakshi,"Adventure,Crime,Mystery",2554,9.2,1993,Byomkesh Bakshi (1993)
tt0157246,Will & Grace,"Comedy,Romance",50809,7.2,1998,Will & Grace (1998)
tt0158417,Mahabharat,"Adventure,Drama,History",12848,8.9,1988,Mahabharat (1988)
tt0158421,Vengeance Unlimited,"Crime,Drama",1001,8.8,1998,Vengeance Unlimited (1998)
tt0158466,Anne of Green Gables: The Continuing Story,"Drama,Family,Romance",4309,6.9,2000,Anne of Green Gables: The Continuing Story (2000)
tt0158552,Charmed,"Drama,Fantasy,Mystery",75227,7.1,1998,Charmed (1998)
tt0158591,Dominion Tank Police,"Action,Animation,Comedy",1497,7,1988,Dominion Tank Police (1988)
tt0159090,Vanity Fair,"Drama,Romance",1505,7.7,1998,Vanity Fair (1998)
tt0159145,Golden Boy,"Animation,Comedy",4449,8,1995,Golden Boy (1995)
tt0159156,Behind the Music,"Biography,Documentary,Music",1313,7.4,1997,Behind the Music (1997)
tt0159172,Mobile Suit Gundam,"Action,Animation,Drama",1823,8,1979,Mobile Suit Gundam (1979)
tt0159175,Lupin the 3rd,"Action,Adventure,Animation",1838,7.9,1971,Lupin the 3rd (1971)
tt0159186,Mobile Suit Zeta Gundam,"Action,Animation,Drama",1032,8.2,1985,Mobile Suit Zeta Gundam (1985)
tt0159192,Lupin the 3rd,"Action,Adventure,Animation",1505,8,1977,Lupin the 3rd (1977)
tt0159193,Mobile Suit Gundam Wing,"Action,Adventure,Animation",4113,8.1,1995,Mobile Suit Gundam Wing (1995)
tt0159206,Sex and the City,"Comedy,Drama,Romance",106383,7.1,1998,Sex and the City (1998)
tt0159208,City Hunter,"Action,Animation,Comedy",1170,7.8,1987,City Hunter (1987)
tt0159569,Mobile Suit Gundam: The 08th MS Team,"Action,Animation,Sci-Fi",1338,8,1996,Mobile Suit Gundam: The 08th MS Team (1996)
tt0159847,Antiques Roadshow,Reality-TV,1166,7.3,1997,Antiques Roadshow (1997)
tt0159881,Jeopardy!,Game-Show,6082,8.2,1984,Jeopardy! (1984)
tt0159920,Total Recall 2070,"Action,Drama,Mystery",1184,7,1999,Total Recall 2070 (1999)
tt0160277,First Wave,"Adventure,Drama,Mystery",3184,7.2,1998,First Wave (1998)
tt0160904,MI-5,"Action,Crime,Drama",14473,8.2,2002,MI-5 (2002)
tt0161140,Dinnerladies,Comedy,1904,7.7,1998,Dinnerladies (1998)
tt0161204,Two of a Kind,Comedy,1797,6.8,1998,Two of a Kind (1998)
tt0161952,Knights of the Zodiac,"Action,Adventure,Animation",9173,8.5,1986,Knights of the Zodiac (1986)
tt0162065,Angel,"Action,Drama,Fantasy",64366,7.9,1999,Angel (1999)
tt0162118,The Tom Green Show,"Comedy,Talk-Show",1233,6.2,1999,The Tom Green Show (1999)
tt0163438,C.O.P.S.,"Action,Animation,Crime",1307,7.1,1988,C.O.P.S. (1988)
tt0163464,Humble Maria,"Drama,Romance",1356,7.3,1995,Humble Maria (1995)
tt0163488,Robot Wars,"Action,Game-Show",1001,7.3,1998,Robot Wars (1998)
tt0163503,Top Gear,Documentary,24449,8.3,1978,Top Gear (1978)
tt0163507,Whose Line Is It Anyway?,"Comedy,Game-Show",39980,8.5,1998,Whose Line Is It Anyway? (1998)
tt0163924,All Saints,Drama,1176,7,1998,All Saints (1998)
tt0163929,Blue's Clues,"Animation,Comedy,Family",4690,6.8,1996,Blue's Clues (1996)
tt0163949,Martial Law,"Action,Comedy,Crime",2440,7,1998,Martial Law (1998)
tt0164292,The Temptations,"Biography,Drama,Music",4035,8.5,1998,The Temptations (1998)
tt0165052,The New Adventures of Winnie the Pooh,"Adventure,Animation,Comedy",3305,7.6,1988,The New Adventures of Winnie the Pooh (1988)
tt0165564,Brimstone,"Crime,Drama,Fantasy",1651,8.1,1998,Brimstone (1998)
tt0165581,The King of Queens,Comedy,75469,7.3,1998,The King of Queens (1998)
tt0165598,That '70s Show,"Comedy,Romance",153934,8.1,1998,That '70s Show (1998)
tt0165961,Sports Night,"Comedy,Drama,Sport",7320,8.2,1998,Sports Night (1998)
tt0166048,Lamb Chop's Play-Along,Family,1617,7.1,1992,Lamb Chop's Play-Along (1992)
tt0166064,Who Wants to Be a Millionaire,Game-Show,1911,6.1,1998,Who Wants to Be a Millionaire (1998)
tt0166425,The Crow: Stairway to Heaven,"Action,Crime,Drama",2251,6.5,1998,The Crow: Stairway to Heaven (1998)
tt0166910,Dennis the Menace,"Animation,Comedy,Family",4914,6.3,1986,Dennis the Menace (1986)
tt0167565,The Count of Monte Cristo,"Adventure,Drama,Romance",6081,7.9,1998,The Count of Monte Cristo (1998)
tt0167567,Cousin Skeeter,"Comedy,Family",1149,6.8,1998,Cousin Skeeter (1998)
tt0167599,Gimme Gimme Gimme,Comedy,2309,7.4,1999,Gimme Gimme Gimme (1999)
tt0167667,The Mrs Bradley Mysteries,"Mystery,Thriller",1137,7.6,1998,The Mrs Bradley Mysteries (1998)
tt0167720,Seven Days,"Action,Drama,Sci-Fi",3314,7.2,1998,Seven Days (1998)
tt0167739,Upright Citizens Brigade,Comedy,2172,8,1998,Upright Citizens Brigade (1998)
tt0167742,Where on Earth Is Carmen Sandiego?,"Action,Adventure,Animation",1696,7.3,1994,Where on Earth Is Carmen Sandiego? (1994)
tt0167743,The Wild Thornberrys,"Adventure,Animation,Comedy",12997,6.7,1998,The Wild Thornberrys (1998)
tt0167872,David Copperfield,Drama,4067,7.7,1999,David Copperfield (1999)
tt0168326,Cupid,"Comedy,Fantasy,Romance",1044,7.7,1998,Cupid (1998)
tt0168355,Noah's Ark,"Adventure,Drama,Romance",1897,3.9,1999,Noah's Ark (1999)
tt0168366,Pokémon,"Action,Adventure,Animation",37617,7.5,1997,Pokémon (1997)
tt0168375,Little Princess Sara,"Animation,Drama",1129,7.8,1985,Little Princess Sara (1985)
tt0168436,Daddy Long-legs,"Animation,Comedy,Drama",1261,8.2,1990,Daddy Long-legs (1990)
tt0168596,Cold Feet,"Comedy,Drama,Romance",3925,8.2,1997,Cold Feet (1997)
tt0169247,So Weird,"Adventure,Family,Mystery",2633,8.5,1999,So Weird (1999)
tt0169414,Arthur,"Adventure,Animation,Comedy",12173,7.3,1996,Arthur (1996)
tt0169455,Inside the Actors Studio,Talk-Show,4826,8.6,1994,Inside the Actors Studio (1994)
tt0169473,Mazinger Z,"Action,Animation,Sci-Fi",1160,7.8,1972,Mazinger Z (1972)
tt0169501,Ultraviolet,"Horror,Sci-Fi,Thriller",2527,7.9,1998,Ultraviolet (1998)
tt0169516,Young Hercules,"Action,Adventure,Fantasy",1740,5.8,1998,Young Hercules (1998)
tt0169528,The '60s,Drama,2401,7,1999,The '60s (1999)
tt0170982,Mortal Kombat: Conquest,"Action,Adventure,Fantasy",4136,6.3,1998,Mortal Kombat: Conquest (1998)
tt0172007,Grlom u jagode,"Comedy,Drama",1009,8.6,1975,Grlom u jagode (1975)
tt0172031,The New Addams Family,"Comedy,Family,Horror",1843,6.2,1998,The New Addams Family (1998)
tt0172049,Rolie Polie Olie,"Animation,Comedy,Family",2336,6.4,1997,Rolie Polie Olie (1997)
tt0172052,"Sabrina, the Animated Series","Animation,Comedy,Family",3174,5.9,1999,"Sabrina, the Animated Series (1999)"
tt0173528,"Bill Nye, the Science Guy","Comedy,Documentary,Family",6718,8.2,1993,"Bill Nye, the Science Guy (1993)"
tt0173554,H,Comedy,1466,7.5,1998,H (1998)
tt0173556,Heathcliff,"Animation,Comedy,Family",2075,6.6,1980,Heathcliff (1980)
tt0173587,The Perils of Penelope Pitstop,"Animation,Comedy,Family",1625,6.5,1969,The Perils of Penelope Pitstop (1969)
tt0173664,Bear in the Big Blue House,"Comedy,Drama,Family",3201,6.8,1997,Bear in the Big Blue House (1997)
tt0174378,Becker,Comedy,11750,7.2,1998,Becker (1998)
tt0174388,The Famous Jett Jackson,"Action,Adventure,Comedy",1704,7,1998,The Famous Jett Jackson (1998)
tt0174404,Kummeli,Comedy,1251,8.3,1991,Kummeli (1991)
tt0174422,Rainbow Brite,"Animation,Family",1142,7,1984,Rainbow Brite (1984)
tt0175058,The Powerpuff Girls,"Action,Adventure,Animation",37124,7.2,1998,The Powerpuff Girls (1998)
tt0175059,Power Rangers Lost Galaxy,"Action,Adventure,Family",1921,6.9,1999,Power Rangers Lost Galaxy (1999)
tt0175381,Arabela,"Comedy,Fantasy",1204,8.4,1979,Arabela (1979)
tt0175383,Barátok közt,"Drama,Family",3625,2.2,1998,Barátok közt (1998)
tt0175394,The Life of Birds,Documentary,2673,8.9,1998,The Life of Birds (1998)
tt0175863,Lucky Luke,"Adventure,Animation,Comedy",3594,7.3,1983,Lucky Luke (1983)
tt0176095,The Challenge,"Adventure,Game-Show,Reality-TV",2412,7.6,1998,The Challenge (1998)
tt0176391,Studio Julmahuvi,Comedy,1110,8.6,1998,Studio Julmahuvi (1998)
tt0177440,Family Feud,"Comedy,Game-Show,Reality-TV",3014,6.8,1999,Family Feud (1999)
tt0177443,Godzilla: The Series,"Action,Animation,Crime",2077,6.8,1998,Godzilla: The Series (1998)
tt0177444,"Gullah, Gullah Island","Family,Musical",1010,7.4,1994,"Gullah, Gullah Island (1994)"
tt0177446,Hotel Cæsar,Drama,1340,2.7,1998,Hotel Cæsar (1998)
tt0177991,Providence,"Drama,Romance",1732,6.7,1999,Providence (1999)
tt0178126,Big Train,Comedy,3596,7.9,1998,Big Train (1998)
tt0178130,Cleopatra,"Biography,Drama,Romance",3752,6.6,1999,Cleopatra (1999)
tt0178132,Don Matteo,"Comedy,Crime,Drama",1046,5.9,2000,Don Matteo (2000)
tt0178145,Joan of Arc,"Adventure,Biography,Drama",5688,6.6,1999,Joan of Arc (1999)
tt0179061,The Worst Witch,"Adventure,Comedy,Drama",1456,7.2,1998,The Worst Witch (1998)
tt0179552,The Adventures of Tintin,"Action,Adventure,Animation",16670,8.3,1991,The Adventures of Tintin (1991)
